Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
60,10,KRH Klinikum Großburgwedel,vor 3 Jahren,4,"sicherlich gibt es immer und überall etwas zu meckern, aber im Verhältnis zu anderen Kliniken ist mann hier doch recht gut aufgehoben.
Ich würde hier wieder hingehen.
PS: unfreundliche Ärtzte und Krankenschwestern resultieren fast immer aus unfreundlichen Patienten.",1
61,10,KRH Klinikum Großburgwedel,vor 2 Jahren,4,"Ich habe mich dort äußerst wohl gefühlt. Ich würde ambulant durch Dr. Seifert am Meniskus operiert und anschließend auf Station 4 umsorgt. Ich habe mich zu jedem Zeitpunkt wohl und geholfen gefühlt. Für mich gibt es keinen Grund zur Beschwerde.

Ja, das Erscheinungsbild vom KG ist nunmal schon etwas älter. Aber das heißt nicht das die Menschen im KH so einen schlechten Ruf haben sollten. Ich würde mich jederzeit wieder dort behandeln lassen.",0
62,10,KRH Klinikum Großburgwedel,vor 4 Jahren,3,"Die Schwestern geben sich wirklich Mühe, aber sind echt überlastet, weil sie unterbesetzt sind.
Die Ärzte sind sehr nett und machen ihre Sache gut.
Aber der Ablauf auf denn Stationen ist das reinste kaos.
Das Krankenhaus ist total veraltet. Denn Raucherraum denn es gab haben sie auch geschlossen damit die Raucher in der Kälte raus müssen. Der Raum war der einzige Vorteil in diesem Krankenhaus,  und das haben sie sich jetzt selbst weggenommen. Daher das nächste mal ein anderes Krankenhaus.",3
63,10,KRH Klinikum Großburgwedel,vor 5 Jahren,4,"Meine Entbindung verlief ganz gut. Ist halt ne Entbindung, macht keinen Spaß. Ich habe mich gut aufgehoben gefühlt. Auf der wochenbettstation wurden sowohl mein Kleiner als auch ich, toll behandelt viele Tipps, tolles Personal.immer aufbauende Worte. Ein riesiges Lob an diese Station und ihr Personal.",1
64,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,War zum ersten mal vor zwei Wochen an einem Sonntag Abend in der Notaufnahme und positiv überrascht. Ich hatte mir mit einem schmutzigen Messer bis auf den Knochen in den Daumen geschnitten und war eigentlich nur wegen einer Tetatusspritze dort. Die Arzthotline meiner Krankenkasse meinte das das nicht bis Montag Morgen warten könne. Und mit allen was nicht wirklich lebensbedrohlich ist wartet man ja bekanntlich stundenlang. Aber das lief zum Glück anders. Gleich nach meiner Anmeldung durfte ich Nähzimmer warten. Direkt nach mir kam eine Junge Dame rein die vom Pferd abgeschmissen wurde. Die wurde natürlich zu Recht priorisiert behandelt. Nach 15 Minuten wurde meine Wunde gereinigt. Nach 30 Minuten wurde die Wunde geklebt anstatt genähnt und vorher noch ein paar Tests durchgeführt ob die Sehnen noch dran sind. Und Tetanusspritze.  Nach 45 Minuten war ich mit Arztbericht wieder draußen. Das ist Top für einen einfachen Unfall am Wochenende!,2
65,10,KRH Klinikum Großburgwedel,vor 4 Jahren,1,"Das Personal ist meiner Meinung nach nicht besonders geschult im Umgang mit bettlägrigen Patienten. Wenn ein Patient schnarcht, wird er auch mit einer Lungenentzündung einfach auf den Flur geschoben. Sowas geht gar nichht!!!!!!",5
66,10,KRH Klinikum Großburgwedel,vor 3 Jahren,1,"Leider kann man keine 0 Sterne vergeben, meine Mama war dort in der Notaufnahme, ist 2 mal kollabiert, keiner hat sich richtig um sie gekümmert, sie hat weinend im Gang auf ihre Untersuchung gewartet, nichtmal da haben es die Schwestern für nötig gehalten einfach mal nach zu fragen ob alles ok ist oder sie etwas brauch, Stunden langes Warten für nichts, weder Medikamente bekommen noch eine richtige Diagnose, ich als Patienten Angehörige habe dann einer älteren Frau Wasser gegeben, da sie ebenfalls unversorgt war, und der krönende Anschluss, im Brief steht sie hätte Medikamente bekommen, was wie erwähnt nicht der Fall war!! Also sowas unmenschliches habe ich noch nie erlebt!",3
67,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,"Es gibt keine bessere Urologie, es ist die Station 7 mit einer 5-sterne-Bewertung.",0
68,10,KRH Klinikum Großburgwedel,vor 2 Jahren,1,"Ich habe in diesem Krankenhaus meine Kinder mit zur Welt gebracht und war dort mehrmals wegen parixosmalem vorhofflimmern. Heute bin ich öfters in der Notaufnahme wegen panikattacken  da ich unter PTBS, Herzrasen, panikattacken und genralisierten Angstneurose leiden. Von einigen Schwestern bin ich und werde ich als Hypochender behandelt obwohl es bekannt ist das ich vorhofflimmern habe mit täglichem herzstolpern. Die Notaufnahme ist hier absolut nicht zu empfehlen, die Wartezeit utopisch lang. Dieses Krankenhaus hatte mal einen guten Ruf aber arrogante Schwestern  zu wenig Personal hat es ruiniert. Schade für dieses Krankenhaus  in celle wurde ich nicht so behandelt.",3
69,10,KRH Klinikum Großburgwedel,vor 3 Jahren,3,"Aufenthalt 3 Tage mit OP, Station 7 Personal & Ärzte freundlich .
Informationsfluss mäßig .
Visite war kurz & schnell vorbei , Fragen wurden angenommen, aber man merkte das die Ärzte kaum Zeit haben.

Das Krankenhaus ist unterbesetzt !
Es wird dringend Personal benötigt !

Essen war in Ordnung .

Brot und Aufschnitt zum Frühstück & Abendbrot.
Warmes Essen wie Cordon Bleu mit Reis  & Soße inkl. Joghurt , als Desert .

Türklinken kannte das Personal nicht , Ich selber konnte diese Türen mit geringem Lärm öffnen & schließen .

Licht wurde öfter mal angelassen.

Keine Klima im Zimmer , musste selber für frisch Luft sorgen durch Fenster öffnen im Winter .",4
70,10,KRH Klinikum Großburgwedel,vor 4 Jahren,1,"Ich saß 5 Stunden in der Notaufnahme, wegen einer kleinen Schnittwunde  im Finger, andere saßen 7 oder mehr Stunden dort, ein Mann der einen Arbeitsunfall am Rücken hatte und sich nicht bewegen konnte saß dort seit 6 Stunden, bis ein anderer Patient bei der Anmeldung für ihn nach einer Liege fragte. Ein weiterer Patient saß dort seit 8 Stunden mit einem gebrochenen Arm. In der gesamten Notaufnahmestation gab es nur eine Ärztin, welche dann 2-3 Stunden im Op war, 2 Patienten behandelte und dann nach 20 Minuten wieder in den Op ging.

Ich kam dann an einem Schultag um 1 Uhr morgens dran, bekam ein Tacker- und ein normales Pflaster auf die Wunde, weil das Nähen angeblich nicht nötig war. Die Wunde sollte in drei Tagen dann geschlossen sein, allerdings riss sie auch nach Monaten immer wieder etwas auf.

Das einzig Positive war, dass die Ärztin ganz sympathisch war. Ich kann das Krankenhaus nicht empfehlen und werde das nächste Mal zu einem anderen tendieren!",3
71,10,KRH Klinikum Großburgwedel,vor 3 Jahren,2,"Die Schwestern in der Notfallaufnahme waren sehr nett und es ging auch flott voran.
Auf Station 2a die blanke Katathrophe. Den Arzt konnte man kaum verstehen, obwohl er sehr nett und bemüht war. Die Pflege, der blanke Horror. Meine dezent (eine leichte Untertreibung) geschminke Krankenschwester hat es in vier Tagen weder bei mir, noch bei meinen Zimmergenossen geschafft Blutdruck zu messen. Ich bin selber exam. Altenpfleger und ich kenn das nicht, dass man als Clown geschminkt zur Arbeit kommt und so auch vernünftig pflegen kann, der Rotz bleibt ja im Zweifelsfall beim Patienten, beim Heben oder Lagern an den Klamotten zwangsläufig kleben. Ach ja, da war ja was...wird ja nicht gemacht...
Bei der Temperaturkontrolle wurden nicht mal neue Schutzhüllen verwendet, der Urinbeutel meines Bettnachbarn wurde nicht geleert, falsche und fehlende Tabletten wurden verabreicht und man wusste nicht mal, was man da verabreicht. Keinerlei Behandlungspflege und ne lasche Vitalzeichenkontrolle. Dellegieren konnte die Dame gut. Zimmertüren wurden permanent offen gelassen, dass man den älteren Damen auf den Poppes schauen konnte, Intimsphäre gleich null. Essen wurde im Liegen bei offener Tür angereicht. Emphatie gleich null. Die Fenster waren verschimmelt und in der Dusche lagen seit 4 Tagen blutige Tupfer in der Ecke. Spinnweben an Ecken und Decken und die Klos habe ich auch mehrfach selber sauber gemacht, waren sich die Schwestern zu fein zu, nachdem sie die älteren Leute von der Toilette geholt haben.
Das das ein Lehrkrankenhaus der MHH sein soll.. nun, vielleicht eher ein Leerkrankenhaus. Mein Pflegerherz blutet.
Die Behandlungen sind selten blöd und nicht mitdenkend geplant, wahrscheinlich um die Liegezeit zu verlängern, einen anderen Grund gibt es dafür nicht.
Wenn man hier nicht selber mitdenkt, hat man verloren. Ich bin auf eigenen Wunsch dem Krankenhaus entflohen.
Unglaublich",4
72,10,KRH Klinikum Großburgwedel,vor 6 Jahren,1,"aus meiner Sicht, schlechte Organisation. um13.00 Uhr wurde ein Blasensprung festgestellt, um 21:00 wurde dieser widerrufen ( war ein Schichtwechsel zwischendurch). Um 21 Uhr sollte meine Frau schlafen geschickt werden, da wurde festgestellt, dass Sie immer noch kein Zimmer hat und noch nichts zu Mittag- und auch nichts zu Abendessen hatte. Als sie sich hinlegte lief dass Wasser wieder und dann wurde es als Blasensprung angesehen. Das was meine Frau gesagt hat, dass es bereits ein Blasensprung stattgefunden hat, wurde abgetan mit Blasenschwäche und dass sie keine Ahnung habe, da sie Erstgebährende sei.

Die Geburt ging nicht voran, die ersten unterstützenden Maßnahmen wurden nach 11 Stunden eingeleitet. Nach 24 Stunden als meine Frau schon fast wahnsinnig ohne Schlaf und unter Einfluss von Medikamenten unsere Tochter, mit einer Saugglocke auf die Welt brachte, wurde festgestellt, dass der Linke Arm geburtstraumatisch gelähmt ist. Leider erhielten wir keinerlei Aufklärung und Unterstützung, zwecks Lagerung, Wickel, Still- oder Schlafpositionen, mögliche Folgeschäden usw. bei der U-3 wurde dann festgestellt, dass das Schlüsselbein gebrochen ist, im Krankenhaus wurde es nicht bemerkt.

Ich weiß nicht, ob es in einem anderen Krankenhaus anders verlaufen würde, aber wir werden dort nie wieder hin gehen.

P. S.

Der Arm meiner Tochter ist immer noch gelähmt und wird vielleicht nie wieder richtig funktionieren.",6
73,10,KRH Klinikum Großburgwedel,vor 5 Jahren,5,Schnittwunde ordentlich genäht. Personal war nett.,0
74,10,KRH Klinikum Großburgwedel,vor 4 Jahren,5,"wenn mann sich selber schlecht benimmt muss sich nicht wundern wenn man selber angepault wird,sie versuchen zu helfen und werden noch blöde angemacht,war mit halswirbelschaden da und wurde super behandelt,wer wind sät wird sturm ernten.",3
75,10,KRH Klinikum Großburgwedel,vor 4 Jahren,1,"Nicht empfehlenswertes Krankenhaus. Am Ostersonntag als Notfall wegen positiven Schwangerschaftstests vorgestellt. Patientin mitten in der Ausbildung, so dass Schwangerschaft Katastrophe für sie ist. Anmeldung am Empfang der Klinik sehr freundlich, aber Abt. Gynäkologie eine Katastrophe!!! Schwestern, die sich das Anliegen der Patientin auf dem Gang berichten lassen und sich in Hörweite der Patientin über die Patientin und Schwangerschaftstests lustig machen. 3 Stunden Wartezeit, ohne dass zwischenzeitlich eine Rückmeldung seitens des Personals kommt, wie lange es dauern könnte. Eine Ärztin, die mitten in der Untersuchung in den OP gerufen wird und die Patientin halb nackt und mit der lapidaren Info, die Patientin sei schwanger und sie, die Ärztin käme in etwa 10 Minuten zurück, auf dem Untersuchungsstuhl  zurücklässt.Nach ihrer Rückkehr erneute Ultraschalluntersuchung und Feststellung, dass es für einen Abbruch zu spät sei. Außerdem drängt die Ärztin die junge Patientin eindringlich dazu, das Kind zu behalten. Sie könne ja ein halbes Jahr aussetzen und dann halbtags arbeiten. Das sei heutzutage alles möglich. Da die Patientin eine Ausbildung in der Seefahrt zur Kapitänin macht, ist dies nicht möglich. Außerdem haben sich die Patientin und deren Mutter gefragt, ob die Mutterschaft nur 6 Monate dauert. Die Ärztin hat es an professionellem Verhalten mangeln lassen, indem sie ausschließlich ihre eigene Ansicht der Patientin aufzudrängen versuchte. Die Aussage, ""na haben Sie den Schock verdaut?"" nach der Rückkehr der Ärztin aus dem OP empfanden die Patientin und deren Mutter als sehr unpassend. An Einfühlungsvermögen ließ es die Ärztin völlig mangeln!
Insgesamt war die Erfahrung im Klinikum Burgwedel eine Katastrophe!!!!
NICHT EMPFEHLENSWERT!",4
76,10,KRH Klinikum Großburgwedel,vor 3 Jahren,1,Ewig lange warte zeiten von 2-4 Stunden,1
77,10,KRH Klinikum Großburgwedel,vor 2 Jahren,3,Personal ist gut aber das Essen ist sehr schlecht da sollte man was verbessern,0
78,10,KRH Klinikum Großburgwedel,vor einem Jahr,5,Super Personal,0
79,10,KRH Klinikum Großburgwedel,vor 5 Jahren,1,"War einmal dort.
so ein schlechtes Personal sieht man selten im leben.
einmal und nie wieder",3
80,10,KRH Klinikum Großburgwedel,vor 7 Jahren,5,Besser geht nicht!,0
81,10,KRH Klinikum Großburgwedel,vor 3 Jahren,5,"War 10 Tage in der schmerzambulanz und bin von den Schwestern , Pflegern und Ärzten begeistert!",0
82,10,KRH Klinikum Großburgwedel,vor einem Jahr,5,Danke für meine Geburt,3
83,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,Super krankenhaus,0
84,10,KRH Klinikum Großburgwedel,vor 3 Jahren,4,Gutes Krankenhaus,0
85,10,KRH Klinikum Großburgwedel,vor 3 Jahren,5,Nette freundliches Personal,0
86,10,KRH Klinikum Großburgwedel,vor 3 Jahren,1,Katastrophe,4
87,10,KRH Klinikum Großburgwedel,vor 4 Jahren,2,Nicht empfehlenswert unfreundlich eiskaltes Frühstück.ewig das gleiche Abendbot.ich nie wieder !!!!!!!!!!!!!!!!,3
88,10,KRH Klinikum Großburgwedel,vor 5 Jahren,5,Sehr gute vorabìnformation,0
89,10,KRH Klinikum Großburgwedel,vor 5 Jahren,5,"Gibt nix zu beanstandem,nettes Personal",0
90,10,KRH Klinikum Großburgwedel,vor 6 Jahren,5,Top Geburtsklinik!,1
91,10,KRH Klinikum Großburgwedel,vor 7 Monaten,5,,0
92,10,KRH Klinikum Großburgwedel,vor 3 Jahren,5,,0
93,10,KRH Klinikum Großburgwedel,vor einem Jahr,5,,0
94,10,KRH Klinikum Großburgwedel,vor 2 Jahren,3,,0
95,10,KRH Klinikum Großburgwedel,vor 2 Jahren,1,,0
96,10,KRH Klinikum Großburgwedel,vor einem Jahr,1,,0
97,10,KRH Klinikum Großburgwedel,vor 6 Jahren,4,,0
98,10,KRH Klinikum Großburgwedel,vor 5 Jahren,1,,0
99,10,KRH Klinikum Großburgwedel,vor 8 Monaten,1,,0
100,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,,0
101,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,,0
102,10,KRH Klinikum Großburgwedel,vor 2 Jahren,5,,0
103,10,KRH Klinikum Großburgwedel,vor einem Jahr,1,,0
104,10,KRH Klinikum Großburgwedel,vor 2 Jahren,3,,0
105,10,KRH Klinikum Großburgwedel,vor 5 Monaten,5,,0
106,10,KRH Klinikum Großburgwedel,vor einem Jahr,5,,0
107,10,KRH Klinikum Großburgwedel,vor 5 Jahren,4,,0
108,10,KRH Klinikum Großburgwedel,vor 4 Jahren,1,,0
109,10,KRH Klinikum Großburgwedel,vor 5 Jahren,5,,0
110,10,KRH Klinikum Großburgwedel,vor 16 Stunden,5,"This HOSPITAL is a wonder.nobody wishes to be a patient. In this place you will be well looked after .even under the pressure of cov the service is over and above the norm..I hope I dont need to come back .but if so, l know for sure .. would well looked after..😆😆a side note .thanks to the marlermister and team.Ive  been here for over a week and would like to add a complement for the physio team with there experance I can leave this house and enjoy a better quality of life .thankyou.",0
111,10,KRH Klinikum Großburgwedel,vor 6 Jahren,5,,0
1,11,KRH Klinikum Lehrte,vor einem Monat,4,"Mein Vater ist in diesem KH in die Intensivstation eingeliefert worden. Das Personal hat alles getan um.ihn zu retten. Vielen vielen Dank! Ihr seid Engel auf Erden.
Einen Stern Abzug, weil die Kommunikation nicht so gut war und manche Schwestern echt unfreundlich waren.",0
2,11,KRH Klinikum Lehrte,vor einem Jahr,5,Station 4 ist super. Ich bin heute Nacht in die Notaufnahme gekommen wegen Herzproblemen. Alle nett und fachlich super. Station 4 bisher auch nur nette Schwester Pfleger und Ärzte kennengelernt.,2
3,11,KRH Klinikum Lehrte,vor einem Monat,5,Alle super nett und hilfsbereit. Trotz spontanem Termin wurde sich Zeit genommen und Fragen beantwortet. Die Röntgenabteilung ist wirklich spitze.,0
4,11,KRH Klinikum Lehrte,vor 2 Monaten,5,Wenn ich das alles hier lese. Ich komme hier nicht zum Essen oder sonst was! Danke für die gelungene Bandscheiben OP! Ich danke herzlichst Dr Freimann und dem Pflegepersonal an der 6. Liebe Grüße,2
5,11,KRH Klinikum Lehrte,vor 3 Wochen,5,Mein Mann wurde im Oktober 2016 von Dr.Fremerey operiert. Komplizierter Fersenbeinbruch.Die OP verlief sehr gut. Er blieb 12 Tage im Krankenhaus . Die Schwestern und Pfleger waren alles sehr lieb und rücksichtsvoll. Auch die Ärzte waren sehr freundlich. Mein Mann hat sich in der Klinik sehr wohl gefühlt. Man kann diese Klink nur weiterempfehlen.,0
6,11,KRH Klinikum Lehrte,vor 9 Monaten,5,"Vielen lieben Dank nochmals an das Team von Station 6. Der Aufenthalt war geprägt von Freundlichkeit, Herzlichkeit und Hilfsbereitschaft. Das was man als Patient mitbekommt ist das tolle Betriebsklima dort, selbst unter den erschwerten Bedingungen einer Pandemie.
Einzig das Essen war ein Witz, aber dafür können die Mitarbeiter ja nichts.",0
7,11,KRH Klinikum Lehrte,vor 3 Monaten,5,"Von der Anmeldung bis zur Krankenschwester, Pflegern etc. alles super.
Hervorragende Betreuung, auf Wünsche wird eingegangen trotz des offensichtlichen Stress Aufkommens. Dafür müßte es eigentlich 6 Sterne geben! Besonderen Dank an Chefarzt Dr. Thomas Menzel, besser geht nicht..",1
8,11,KRH Klinikum Lehrte,vor 7 Monaten,5,"Ich konnte nicht klagen. Alle sehr nett gewesen,egal auf welcher Station ich gelegen habe. und das essen konnte man auch essen.die Zimmer sowie das Bad wurde IMMER gesäubert.",0
9,11,KRH Klinikum Lehrte,vor 5 Monaten,2,"Unzureichende Untersuchung, kein klares Ergebnis, kaum Eingehen auf Ängste seitens der Ärztin. Der Pfleger war sehr nett und professionell, deshalb die 2 Sterne.",0
10,11,KRH Klinikum Lehrte,vor 8 Monaten,4,"Wir müssen hier des öfteren zur Notfallversorgung einer nahen Angehörigen das Krankenhaus aufsuchen. Während wir noch vor einiger Zeit schlechte Erfahrungen vor allem mit den Ärzten gemacht haben, hat sich die Situation in letzter Zeit wesentlich gebessert. Vielleicht hat ja die Diskussion um den Erhalt dieses Hauses dazu beigetragen. Die Ärzte sind jetzt viel zugänglicher und freundlicher geworden. An der Gründlichkeit der Versorgung haben wir auch nichts auszusetzen. Wir wurden sogar bei der Wartezeit in der Notaufnahme mit heißem Kaffee vom Verwaltungspersonal versorgt. Besonders nett ist ein Herr am Empfangstresen (der Herr mit der blanken Kopffrisur ist gemeint), was wir sonst anderweitig noch nicht erlebt haben. Bitte weiter so!",1
11,11,KRH Klinikum Lehrte,vor 9 Monaten,3,"Furchtbares Essen, zum Kaffee gibt es noch nicht mal einen Keks, sehr armselig. Personal teils sehr nett. In der Notaufnahme waren alle sehr lieb und bemüht mir schnell zu helfen.Sonst ist alles sauber.",0
12,11,KRH Klinikum Lehrte,vor 5 Monaten,5,Ich fühle mich bei Dr Menzel  sehr gut aufgehoben,0
13,11,KRH Klinikum Lehrte,vor 6 Monaten,2,"Freundliche Ärztin , sonst alles eher nicht so gut. 3,5 Stunden Wartezeit für ein Röntgenbild...",0
14,11,KRH Klinikum Lehrte,vor 9 Monaten,5,"Ich muss wegen einer Verletzung beim Rollerfahren wegen täglichem Verbandswechsel zum ärztlichen Bereitschaftsdienst kommen. Bei herrlichem Wetter. Da hätte ich verstanden, wenn das Personal lustlos durch die Gänge schleicht. War aber  genau anders als erwartet!  Immer freundlich und zuvorkommend. Bravo!",0
15,11,KRH Klinikum Lehrte,vor einem Jahr,1,"Keine Besetzung der Notaufnahme mit einem Arzt, kamen mit einer schweren Schnittwunde und wurden auf irgendwann in zwei Stunden vertröstet dann wäre wieder jemand da oder sollten in eine andere Klinik fahren. Dies haben wir auch getan, Notaufnahme Henriettenstift nur zu empfehlen, dort sind wir sofort dran gekommen.",1
16,11,KRH Klinikum Lehrte,vor 8 Monaten,1,"Würde gerne   - Sterne geben...
Meine freundin hat die übelste Beule am Arm weil sie von Roller gefallen ist und die leute im kh Röntgen die falsche Stelle, schreiben falsche sachen in den Bericht, und wollen ihr dann ein Verband anlegen... Sorry aber ein verbannt bei einer Schwellung? Hab ich noch nie gehört tut ja auch garnicht weh beim umbinden.... Lieber nach Hannover nortstadt",1
17,11,KRH Klinikum Lehrte,vor einem Jahr,1,"Bemühe dich, mit allen Menschen auszukommen, soweit es dir möglich ist, ohne dich selbst aufzugeben. Sprich das, was du als wahr erkannt hast, gelassen und klar aus, auch den Langweiligen und Unwissenden, denn auch sie haben was zu sagen.
""Die Lebensregel von Baltimore""
Ein sehr ungepflegtes Krankenhaus, Hygiene wird hier klein geschrieben und 6 Std. Wartezeit in der Notaufnahme.",7
18,11,KRH Klinikum Lehrte,vor 9 Monaten,1,"Ich wurde im letzten Juni um 7 Uhr zur OP aufgrund einer dislozierten Handgelenksfraktur bestellt, nüchtern und meine Blutdruckmedikamente und Schmerzmittel sollte ich auch nicht nehmen. Nach 3 Stunden im Warteraum bekam ich ein Bett in einem Abstellraum. Ich sollte das OP Hemd schon mal anziehen. Dort lag ich bis 17 Uhr ohne Flüssigkeit und mit starken Schmerzen. Ich hatte keine Klingel und konnte mit dem offenen OP Hemd nicht zur Toilette. Die Sonne knallte in das Zimmer, es war brütend heiß. In meiner Not rief ich meine Tochter an, die dann kam und mich zur Toilette begleitete und dann mit den Schwestern gesprochen hat um zu erfragen woran es liegt, dass ich seit 10 Stunden ohne Trinken und ohne dass ich etwas gegen meine Schmerzen bekommen habe immer noch im Abstellraum liege. Komischerweise wurde ich 10 Minuten später in den OP gebracht. Die Anästhesistin dort wunderte sich dass mein Blutdruckwert bei 240/140 lag, was mich aber nicht überrascht hat. Ich sollte nach der OP eigentlich noch zwei Tage dort bleiben, wurde aber bereits am nächsten Tag morgens sofort wieder entlassen. Die Operation selbst verlief sehr gut, aber das gesamte Drum und Dran war katastrophal.  Ich brauchte mehrere Tage um mich von diesem schlimmen Krankenhausaufenthalt zu erholen.",2
19,11,KRH Klinikum Lehrte,vor einem Jahr,1,"Habe leider erneut den Fehler gemacht in die Bereitschaftspraxis des Krankenhauses Lehrte zu gehen. Die hiesigen Hausärzte lassen sich dort durch respektlose, herablassende und leider unfähige Ärzte vertreten. Der Arzt maßt sich an, den Patienten bereits in den ersten Sekunden komplett durchschaut zu haben. Jegliche Ängste werden belächelt und abgetan. Ich habe mich noch nie so herablassend behandelt und erniedrigt gefühlt.",4
20,11,KRH Klinikum Lehrte,vor einem Jahr,4,"Station 4 Super nettes Personal an Schwestern leider hat es die Ärztin nicht nötig mit einen vernünftig zu reden , essen war nicht wirklich lecker . Notaufnahme ist auch super nette Schwestern und nette Ärzte danke für eure Hilfe",1
21,11,KRH Klinikum Lehrte,vor einem Jahr,2,"Termin für die Operation am Dienstag auf Donnerstag fest gelegt. 15 min später Anruf zu Hause Termin morgen. Dann  beim Anästhesie Gespräch 2.5 Stunden gewartet. Anschließend von drei Personen drei verschiedene Uhrzeiten bekommen wann ich am Nähsten Tag erscheinen soll. Am Mittwoch um 7 Uhr dann mit dem Bett in einem Abstellraum.  Nach 5 Stunden ganz schnell machen in den Operationssaal. Dort bei der Anästhesie ist die Sauerstoffmaske auf dem Boden gefallen. Die wurde aufgehoben und mir wieder auf das Gesicht gesetzt. So weit Schwarz Weiß Bereich.
Nach der Operation erst ins falsche Zimmer.  Später im richtigen und bis zum Abendessen musste ich hungern. Mir wurde nie der Speisepla6vor gelegt  Abendbrot. 2 Scheiben Brot  eine Käse eine Aufschnitt. Das war es. Als Antwort bekam ich. Sie haben ja nichts angekreuzt.
Bei der Visite wurde der Verband auf geschnitten und so offen der im Bett liegen gelassen. Über 1,5 Stunden später wurde auf Nachfrage die Wunde wieder abgedeckt und der Alte Verband aus dem Bett genommen.
Hier nie wieder.",0
22,11,KRH Klinikum Lehrte,vor einem Jahr,1,"Lehrte wenn es geht nie wieder. Die Ärzte äussern sich kaum zur Sache, man kann kaum mit Fachpersonal sprechen, nur mit Lehrlingen. Die Hygiene lässt sehr zu wünschen übrig. Patientenzimmer sind auf den Toiletten nicht gereinigt. Es gab keine Seife, das Pflegepersonal weigerte sich neue Seife zu besorgen. Das Desinfektionsmittel war auch leer. Soviel zu Keimen im Krankenhaus.",2
23,11,KRH Klinikum Lehrte,vor einem Jahr,1,"Diese Klink hat mich schwer enttäuscht und damit drücke ich mich noch extrem höflich aus. Weder konnte ich stehen noch laufen und wurde in diese Klinik mit KRKW gefahren. Ich erfüllte nicht die formalen Voraussetzungen für eine Aufnahme aber trotz neuen Schmerzmitteln konnte ich mich nicht aus eigener Kraft fortbewegen. Ich solle mich abholen lassen hieß es wenig später. Und schwups war ich schon wieder alleine. Gut dachte ich, das probiere ich mal. Aber ich hatte kein Empfang. Entweder vom Arzt vor geimpft oder einfach nur Unfreundlich sprach mich eine ältere Schwester an warum ich noch hier sei.  Als ich mich ihr mitteilen wollte drehte sie sich weg und ich sagte nur flapsig das sie das wohl eh nicht interessiere. Darauf hin fragte sie nach. Im Anschluss führte ich erneut einen kurzen Dialog mit dem Arzt der Notfall Aufnahme und sagte ihm das ich ein schönes zu Hause habe und auch lieber dort wäre. Aber das auch nur wenn ich gesund bin. Wir verblieben beide so das ich noch kurz warten solle bis die von ihm verabreichten Schmerzmittel wirken und dann solle ich gehen oder er nimmt mich im Krankenhaus auf. Zu meinem Pech halfen auch diese Schmerzmittel nicht und ich musste aufgenommen werden. Ich versuchte auch die Situation des Arztes zu verstehen und beschloss das ich den Vorfall vergessen möchte und mich auf meine Genesung konzentrieren möchte. Dies tat ich auch. Auch wieder eine ältere Schwester nahm mich entgegen und auch von ihr ging eine schlechte Stimmung aus. Auch das wollte ich nicht persönlich nehmen weil ich ja jetzt schon etwas negativ beeinflusst war. Und eine Nacht Schlaf hilft ja bekanntlich immer. Am frühen Morgen führte die ältere Schwester von Station 3 einen neuen Patienten ins Zimmer. Ihr Wortlaut.: “hier schlafen ja noch alle....egal“ und dann ging das Licht an der Patient bemühte sich hingegen leise zu sein und die ältere Schwester sprach in ihrer vollen Lautstärke mit dem Patienten. Das war ein Verhalten was nun echt nicht ging und dann wurde ich so langsam aber sicher sauer. Bislang hatte ich kein bisschen Freundlichkeit erlebt und auch bei allem Stress darf man nicht vergessen, dass man es hier mit Menschen und nicht mit Zahlen zu tun hat. Auch im Verlaufe meines Aufenthaltes stieß ich immer wieder auf unfreundliche und gestresste Ärzte und Schwestern. Nun sitze ich am Tag 3 in meinem Bett und habe beschlossen das ich, sollte ich bei Bewusstsein sein, immer sagen werde das ich auf Teufel komm raus nicht ins Lehrter Krankenhaus gebracht werden möchte. So vernichtend sich dieses Urteil anhören mag ist es doch mein fester Entschluss. Ich hätte noch viel mehr ins Detail gehen können oder von anderen Patienten erzählen können die ich hier traf und die mit der gleichen Meinung einher gingen aber dies erspare ich mir lieber, weil es hier nur um meine persönliche Meinung geht. Fazit nie wieder Lehrter Krankenhaus.

PS: An die wenigen freundlichen Schwestern, macht weiter so und Kopf hoch. Ihr macht einen tollen Job.",4
24,11,KRH Klinikum Lehrte,vor einem Jahr,4,"Ich habe da 1997-2001 gelernt, ein super Krankenhaus mit netten kompetenten Ärzten und Mitarbeitern ☺️",0
25,11,KRH Klinikum Lehrte,vor einem Jahr,1,Die Notaufnahme bedarf einer Struktur.Genervtes Personal und keine Struktur.  Schickt eure Kinder für ein Praktikum nie hier hin.Sowas unfreundliches und inkompetentes ist echt Schade.Das kann keinem gut tun.,5
